Label,Min,Average,90% Line,Max,# Samples,failure,TEST
TC25_Rewrite_PEL_10_DetailsPage_ClickSave&Continue,6.776,7.555,8.307,8.804,10,0,TC25_Rewrite_PEL_10_DetailsPage_ClickSave&Continue
TC23_Rewrite_HO_05_SelectTerm_ClickOk,4.931,6.789,8.415,11.146,9,0,TC23_Rewrite_HO_05_SelectTerm_ClickOk
TC25_Rewrite_PEL_11_PrepackagePage_ClickProceedtoissuance,0.258,0.3,0.315,0.434,10,0,TC25_Rewrite_PEL_11_PrepackagePage_ClickProceedtoissuance
TC17_Rewrite_Coll_07_InsuredPage_ClickSave&continue,8.215,9.088,9.419,9.991,5,0,TC17_Rewrite_Coll_07_InsuredPage_ClickSave&continue
TC23_Rewrite_HO_06_InsuredPage_SelectCashtransfer_No,2.894,3.725,4.507,4.836,9,0,TC23_Rewrite_HO_06_InsuredPage_SelectCashtransfer_No
TC17_Rewrite_Coll_08_RatingPage_ClickSave&continue,2.102,2.439,2.733,2.886,5,0,TC17_Rewrite_Coll_08_RatingPage_ClickSave&continue
TC25_Rewrite_PEL_12_PreissuancePage_ClickSave&continue,4.809,5.404,5.931,6.323,10,0,TC25_Rewrite_PEL_12_PreissuancePage_ClickSave&continue
TC23_Rewrite_HO_07_InsuredPage_ClickSave&Continue,7.136,8.336,9.185,9.648,9,0,TC23_Rewrite_HO_07_InsuredPage_ClickSave&Continue
TC17_Rewrite_Coll_09_CoveragePage_ClickSave&continue,2.752,3.065,3.148,3.405,5,0,TC17_Rewrite_Coll_09_CoveragePage_ClickSave&continue
TC25_Rewrite_PEL_13_PaymentPage_Cicksave&continue,2.221,2.763,2.984,3.859,10,0,TC25_Rewrite_PEL_13_PaymentPage_Cicksave&continue
TC23_Rewrite_HO_08_RatingPage_ClickSave&Continue,1.855,2.158,2.444,2.477,9,0,TC23_Rewrite_HO_08_RatingPage_ClickSave&Continue
TC17_Rewrite_Coll_10_DetailsPage_ClickSave&continue,8.571,9.646,9.942,10.553,5,0,TC17_Rewrite_Coll_10_DetailsPage_ClickSave&continue
TC23_Rewrite_HO_09_CoveragePage_ClickSave&Continue,2.285,2.636,2.817,3.242,9,0,TC23_Rewrite_HO_09_CoveragePage_ClickSave&Continue
TC25_Rewrite_PEL_14_Click_Issuepolicy,7.241,10.519,14.663,17.426,10,0,TC25_Rewrite_PEL_14_Click_Issuepolicy
TC17_Rewrite_Coll_11_Quotepage_ClickProceedtoissuance,0.311,0.353,0.351,0.444,5,0,TC17_Rewrite_Coll_11_Quotepage_ClickProceedtoissuance
TC23_Rewrite_HO_10_DetailsPage_ClickSave&Continue,9.176,10.345,11.26,11.634,9,0,TC23_Rewrite_HO_10_DetailsPage_ClickSave&Continue
TC17_Rewrite_Coll_12_PreissuancePage_ClickSave&continue,5.799,6.042,6.115,6.46,5,0,TC17_Rewrite_Coll_12_PreissuancePage_ClickSave&continue
TC23_Rewrite_HO_11_ClickProceedtoissuance,0.273,0.328,0.35,0.38,9,0,TC23_Rewrite_HO_11_ClickProceedtoissuance
TC17_Rewrite_Coll_13_Paymentpage_Clicksave&continue,2.823,3.238,3.304,3.633,5,0,TC17_Rewrite_Coll_13_Paymentpage_Clicksave&continue
TC23_Rewrite_HO_12_PreissuancePage_ClickSave&continue,2.224,2.497,2.687,2.701,9,0,TC23_Rewrite_HO_12_PreissuancePage_ClickSave&continue
TC23_Rewrite_HO_13_Inspectionpage_ClickNo,0.71,0.774,0.85,0.899,9,0,TC23_Rewrite_HO_13_Inspectionpage_ClickNo
TC23_Rewrite_HO_14_Inpectionpage_SelectReason,0.651,0.774,0.85,0.892,9,0,TC23_Rewrite_HO_14_Inpectionpage_SelectReason
TC23_Rewrite_HO_15_Inpectionpage_Clicksave&continue,3.477,3.732,4.057,4.18,9,0,TC23_Rewrite_HO_15_Inpectionpage_Clicksave&continue
TC23_Rewrite_HO_16_Paymentpage_Clicksave&continue,2.989,3.651,4.427,4.489,9,0,TC23_Rewrite_HO_16_Paymentpage_Clicksave&continue
TC23_Rewrite_HO_17_ClickIssuepolicy,9.706,13.47,17.778,20.249,9,0,TC23_Rewrite_HO_17_ClickIssuepolicy
TC25_Rewrite_PEL_15_ClickOk,3.278,3.457,3.646,3.729,10,0,TC25_Rewrite_PEL_15_ClickOk
TC17_Rewrite_Coll_14_ClickIssuepolicy,8.679,10.683,12.111,12.771,5,0,TC17_Rewrite_Coll_14_ClickIssuepolicy
TC23_Rewrite_HO_18_ClickOk,3.289,3.392,3.475,3.491,9,0,TC23_Rewrite_HO_18_ClickOk
511fd66b2df8,0,,,,,,
51269b77d312,3,,,,,,
513b0a4651fa,1,,,,,,
51405d042000,2,,,,,,
5152bf091152,2,,,,,,
5173d54fc214,2,,,,,,
5188a8afa879,2,,,,,,
518e880613de,4,,,,,,
519c6e8f78dc,0,,,,,,
51a078d6d43a,0,,,,,,
51a1d162e223,4,,,,,,
51aa3361294c,0,,,,,,
51af8a689511,0,,,,,,
51af8c112682,4,,,,,,
51cd8d2057fa,0,,,,,,
51cfeccaf40d,2,,,,,,
51d0034d177d,2,,,,,,
51d574513bcb,2,,,,,,
51d780864365,2,,,,,,
51da6aebba8f,3,,,,,,
51e656e5a541,0,,,,,,
521b5377a727,0,,,,,,
521d3e264d71,2,,,,,,
52230bbef30e,2,,,,,,
523b3f0fc646,1,,,,,,
523d0c2cb4d6,2,,,,,,
523ff163211b,2,,,,,,
524f240e0c90,2,,,,,,
5257cb536da2,0,,,,,,
525acfea47e8,2,,,,,,
525d0dd8dc45,0,,,,,,
5264a54e1830,0,,,,,,
5265dc9acdf8,2,,,,,,
527bea76116c,2,,,,,,
52886bed8a07,2,,,,,,
5288f7441f64,0,,,,,,
5293576816aa,0,,,,,,
529906ff9dfa,0,,,,,,
5299a532f0e0,0,,,,,,
52ae917fcea4,1,,,,,,
52dbec057cc8,2,,,,,,
52ddde91a349,0,,,,,,
52edbe29d655,0,,,,,,
530d78467615,2,,,,,,
531b39880c32,1,,,,,,
5321ab64f9ea,0,,,,,,
53273d664cd8,0,,,,,,
5327f88a1919,2,,,,,,
53327edb9e4d,0,,,,,,
5347b4c8e9b3,1,,,,,,
5.35683E+11,0,,,,,,
53704c80f0d8,1,,,,,,
537e50fdf22e,3,,,,,,
537e5c578f40,0,,,,,,
53c874dbc594,0,,,,,,
53ddae6a619e,0,,,,,,
53f6c1c65c04,1,,,,,,
54038e56131d,0,,,,,,
540e4973829e,0,,,,,,
541db13517e2,2,,,,,,
542964865b1e,0,,,,,,
54334705a34d,0,,,,,,
5445255635f0,0,,,,,,
545df1bbcd61,1,,,,,,
547b37da9223,2,,,,,,
5486da4273d7,2,,,,,,
5.49381E+11,0,,,,,,
54b322c66d01,0,,,,,,
54bbe3da103e,2,,,,,,
54bdcdecd8f3,0,,,,,,
54cab3596214,2,,,,,,
54dc6e8107cd,2,,,,,,
54f57cf26126,0,,,,,,
55034b1dbff2,2,,,,,,
55092c0071eb,2,,,,,,
5511f114e7ee,0,,,,,,
5548a7961a3e,1,,,,,,
555d0bef3c5b,0,,,,,,
55968f0e63c4,0,,,,,,
55eac26bd383,1,,,,,,
55eb405ec71e,4,,,,,,
55f7f018c61c,0,,,,,,
55fd453001cc,2,,,,,,
5633ced07d8e,1,,,,,,
565f3404f9b2,0,,,,,,
5671eb95512b,1,,,,,,
568455854a11,0,,,,,,
56e56aa08362,2,,,,,,
5712e2aa73a2,1,,,,,,
571bbdbf585e,0,,,,,,
5723d0ec895e,2,,,,,,
5728b8aa98ef,0,,,,,,
573ea80a53be,0,,,,,,
57469423a012,2,,,,,,
576e189d23d4,4,,,,,,
57760be09c03,2,,,,,,
5777ef74c9ec,1,,,,,,
578109578b46,1,,,,,,
57a5e4274275,0,,,,,,
57a5f1015504,2,,,,,,
57a710de68a4,0,,,,,,
57ce57a8cfb0,2,,,,,,
57db4781e7ec,0,,,,,,
57f5ad4b5b29,0,,,,,,
57f933d3d7c7,2,,,,,,
58059e73d2d4,0,,,,,,
5814cbd2e9bf,0,,,,,,
58184d6fd087,1,,,,,,
582115961a3d,1,,,,,,
582f739b8f62,2,,,,,,
58529a8638d0,2,,,,,,
586f5c56081e,0,,,,,,
587146a55885,1,,,,,,
5879285f9d8d,1,,,,,,
5889a0c75cac,0,,,,,,
58a9e0d7f7af,0,,,,,,
58af2c054ced,0,,,,,,
58b866484a05,4,,,,,,
58c12863f33d,0,,,,,,
58ccba7eec9c,1,,,,,,
58eb3809f456,0,,,,,,
58f07741ee3b,0,,,,,,
5905a9b06a73,2,,,,,,
594f69b503ad,2,,,,,,
5.95447E+11,1,,,,,,
596f4fdb0004,0,,,,,,
598b8f5b3822,0,,,,,,
59928f999ae7,0,,,,,,
599498e9e4bc,0,,,,,,
5995321563b7,0,,,,,,
599b89048034,2,,,,,,
59bd19c1c5bb,0,,,,,,
59e5212f7139,1,,,,,,
59ee65760535,2,,,,,,
59f3f70abddd,2,,,,,,
59fee5bc3479,4,,,,,,
5a03fe3ed15c,2,,,,,,
5a091e8cd95c,1,,,,,,
5a0fe0ee4301,0,,,,,,
5a11d21c2828,2,,,,,,
5a179c123fd8,0,,,,,,
5a27b9b2a9c1,0,,,,,,
5a2c27b95c7c,2,,,,,,
5a36cea278ae,2,,,,,,
5a444c32cd9a,0,,,,,,
5a5d3798c357,2,,,,,,
5a93c0f783c4,0,,,,,,
5ac7a414560e,0,,,,,,
5ad3dabeb2cd,0,,,,,,
5b068765e846,1,,,,,,
5b0e53f53ef3,1,,,,,,
5b1c4cefeb24,0,,,,,,
5b2648ad455e,0,,,,,,
5b301a6d1ac7,2,,,,,,
5b32ece9c627,0,,,,,,
5b3d41626ec5,0,,,,,,
5b3e7197ac1c,3,,,,,,
5b47043942f4,0,,,,,,
5b5b80a3edee,4,,,,,,
5b644a403e1f,2,,,,,,
5b72ff04333d,1,,,,,,
5b76117c4bcb,4,,,,,,
5b804948e35f,1,,,,,,
5b994ff78547,0,,,,,,
5ba156a35ff2,0,,,,,,
5baed382f062,0,,,,,,
5bda2ed09e62,4,,,,,,
5bea250d8bf5,0,,,,,,
5bf3357a2823,0,,,,,,
5bf6f2958e53,0,,,,,,
5c6194562ed2,2,,,,,,
5c7ab966a3ee,4,,,,,,
5c817060c0ed,0,,,,,,
5c8482926a08,2,,,,,,
5c85d22bd0de,0,,,,,,
5ca73d28f17f,0,,,,,,
5ca779ace6e7,0,,,,,,
5cab3ef4b31c,1,,,,,,
5cbe88914a72,0,,,,,,
5cc6dea19614,2,,,,,,
5cde55f745af,2,,,,,,
5ce5eeaf757a,0,,,,,,
5cf9127f251a,2,,,,,,
5d024177e214,2,,,,,,
5d3c8c1f57da,0,,,,,,
5d4e5fd34d91,0,,,,,,
5d5b5da5f939,0,,,,,,
5d6239c0fd39,0,,,,,,
5d74f98d62be,4,,,,,,
5d9c841eb245,0,,,,,,
5db2e3a4594a,0,,,,,,
5db895d3f1fc,0,,,,,,
5dc23e440de3,2,,,,,,
5dd2e26fc244,4,,,,,,
5de4615a5161,0,,,,,,
5e18af29d812,2,,,,,,
5e505e25cd3e,0,,,,,,
5e5275ddee29,0,,,,,,
5e52c9fe676f,2,,,,,,
5e7630f8438e,2,,,,,,
5e7cc6ab4ac4,2,,,,,,
5e7db41b3bee,4,,,,,,
5e97cb2b0888,0,,,,,,
5ea9e447bb62,0,,,,,,
5ead17e894ae,0,,,,,,
5eb311bcb5f9,2,,,,,,
5eb8fb1aad41,0,,,,,,
5ed6dc419e4d,2,,,,,,
5efa24b03d5e,1,,,,,,
5f13e8a07344,3,,,,,,
5f4a8c074bd5,0,,,,,,
5f51192841f7,0,,,,,,
5f6db235c04d,0,,,,,,
5f70ad48a525,2,,,,,,
5fcff7280019,0,,,,,,
6028a575dc27,1,,,,,,
6061f5b7378d,3,,,,,,
606daaf0bfc7,0,,,,,,
6089fa333013,3,,,,,,
609be3ca5ddf,0,,,,,,
60aa4e649abf,0,,,,,,
60e269e3e188,2,,,,,,
60edda7b4871,0,,,,,,
60eeae3ba23d,2,,,,,,
60f15dd68d30,4,,,,,,
6107a2e9f60e,0,,,,,,
6110ecb3bb1c,0,,,,,,
612f2df37a1d,4,,,,,,
613028ede6a0,4,,,,,,
613bacb35c05,1,,,,,,
6155cf375354,0,,,,,,
6165081b9021,1,,,,,,
6180920bc224,0,,,,,,
6181aa9f75f4,3,,,,,,
6194e0fff071,4,,,,,,
61a62b1dcc36,0,,,,,,
61ac9b0dc6b9,2,,,,,,
61bbc11fe503,4,,,,,,
61bbe8db6f3a,1,,,,,,
61c2fbd16e38,2,,,,,,
61c667663f2f,0,,,,,,
61d9c88a3a4b,0,,,,,,
61da799bf0aa,0,,,,,,
61e301bd3c25,4,,,,,,
61f403fdb434,4,,,,,,
62318d514160,4,,,,,,
624fb7317106,2,,,,,,
6253f23229b1,3,,,,,,
628b581aa905,0,,,,,,
6294b378d09f,0,,,,,,
6298468d7d75,1,,,,,,
62ab144d5cee,2,,,,,,
62b4be2799ca,0,,,,,,
62b826899151,0,,,,,,
62cc7ddb53b6,2,,,,,,
62e6f814c8f5,2,,,,,,
62ecdc90dd42,2,,,,,,
6324d77cf926,0,,,,,,
63363410389a,1,,,,,,
633fe9dbaf39,0,,,,,,
6363b360aefb,2,,,,,,
6377e23928f6,1,,,,,,
639915f58a2f,0,,,,,,
63a03880939c,1,,,,,,
63b4d030b016,4,,,,,,
63b71347e95d,0,,,,,,
63c0eafd6aa9,0,,,,,,
63c3c571b8ee,2,,,,,,
63c7b0265775,0,,,,,,
63d217b059b6,2,,,,,,
63e041a757eb,0,,,,,,
64678182d8a8,1,,,,,,
64a13949e879,2,,,,,,
64ac539f58cb,0,,,,,,
64b9206afb3f,0,,,,,,
64bad93fde3f,4,,,,,,
64c6c6ee0d98,0,,,,,,
64eb5a79dfdd,1,,,,,,
64fedbf97473,4,,,,,,
650104ede84c,0,,,,,,
6504b703c429,0,,,,,,
650fbed3fdca,2,,,,,,
6531070bf03c,2,,,,,,
653534ded339,2,,,,,,
655cafb4c932,1,,,,,,
657859f893d9,2,,,,,,
658ad9f09f5d,0,,,,,,
65a3b13ad9a0,0,,,,,,
65a7fe9482fe,0,,,,,,
65c958379680,4,,,,,,
65cf00be6fb4,0,,,,,,
65dda202653d,0,,,,,,
65e120143825,4,,,,,,
65e51e18242b,1,,,,,,
65e530ee2e79,2,,,,,,
65e6f1bd9875,0,,,,,,
65f5d2a6eb7e,0,,,,,,
65f69234c8a7,0,,,,,,
6630f8675a97,4,,,,,,
66366a90d1ef,0,,,,,,
66375b3c64db,4,,,,,,
66393d8c60ba,0,,,,,,
663a923d5398,2,,,,,,
66460ecab347,0,,,,,,
664b1f9a2087,4,,,,,,
6653ad026901,0,,,,,,
665ce639a331,1,,,,,,
6666c4f18396,2,,,,,,
668a319c2d23,0,,,,,,
668e853258cd,2,,,,,,
66a0bf258013,4,,,,,,
66b88a4bc474,0,,,,,,
66bae1ba227f,2,,,,,,
66bfec8d6bcd,0,,,,,,
66cd9c28e636,1,,,,,,
66d2ca47aa44,2,,,,,,
6733544ae7a6,2,,,,,,
6735931000ec,3,,,,,,
674057ab250c,2,,,,,,
675de69373f8,0,,,,,,
6762b2b48ea5,1,,,,,,
677f087cd697,1,,,,,,
67844c46bc61,2,,,,,,
67c03349bb31,2,,,,,,
67d8f94f04e0,0,,,,,,
67ed8cc78b97,0,,,,,,
67f5d89da548,1,,,,,,
6810410187a0,2,,,,,,
681c3c115684,2,,,,,,
682312e82ee3,0,,,,,,
683023cda6a5,0,,,,,,
68332fdcaa70,1,,,,,,
684dd88a0d49,0,,,,,,
6852f4531591,0,,,,,,
686ed1dbae20,2,,,,,,
687759336b0d,3,,,,,,
6889bc64ab09,2,,,,,,
68987fb159ab,0,,,,,,
68ddb15a74de,0,,,,,,
691eeb59b4cb,0,,,,,,
692e946b1f85,0,,,,,,
69591ebb198d,2,,,,,,
6966abf40b8c,0,,,,,,
697538183db5,3,,,,,,
6987804eb464,2,,,,,,
698d6e422a80,2,,,,,,
69b3a00927fc,0,,,,,,
69c4cbb630de,0,,,,,,
69df7ade0575,2,,,,,,
69f43381317b,0,,,,,,
69fff98cb32a,4,,,,,,
6a244e855d0e,3,,,,,,
6a2642131e4a,0,,,,,,
6a2c3f4ef329,0,,,,,,
6a57a3db3eff,0,,,,,,
6a905a7202d2,0,,,,,,
6a91eb157f47,2,,,,,,
6af071b0ac6e,0,,,,,,
6b00cb764237,1,,,,,,
6b07971c3bf6,1,,,,,,
6b128e648646,3,,,,,,
6b30767595d8,0,,,,,,
6b3860e8f64f,0,,,,,,
6b664ed2a938,0,,,,,,
6b66b0e86f7e,0,,,,,,
6b7cf869622a,2,,,,,,
6b869f37cdf3,2,,,,,,
6b91e99c9408,0,,,,,,
6ba5ed791444,2,,,,,,
6baafa56895c,3,,,,,,
6bb30ec3231a,0,,,,,,
6bcce181be65,0,,,,,,
6bf26b777e3a,0,,,,,,
6bf2a81a5d91,0,,,,,,
6c00dd8bf708,0,,,,,,
6c250a30593b,4,,,,,,
6c2555a9cae4,2,,,,,,
6c30dd481717,0,,,,,,
6c315ad3d07f,2,,,,,,
6c3589d7ed8d,0,,,,,,
6c3745a222da,4,,,,,,
6c4ec95dd8ba,0,,,,,,
6c6505a0c637,0,,,,,,
6c6efb6b1358,1,,,,,,
6c9c902a97de,0,,,,,,
6cb96a6fb029,0,,,,,,
6cb98da77e3e,2,,,,,,
6cbc3dad809c,2,,,,,,
6ccfdb031184,0,,,,,,
6cd606dc52e9,4,,,,,,
6cdd0f985270,1,,,,,,
6cee2e148520,0,,,,,,
6cfb7b44ef6f,4,,,,,,
6cffc6c6851a,0,,,,,,
6d0c0531083f,3,,,,,,
6d10709053ae,0,,,,,,
6d259b5b4c76,4,,,,,,
6d292ca4c9ad,1,,,,,,
6d3d1fe6c32a,2,,,,,,
6d454444f17c,2,,,,,,
6d4f6c9a8406,0,,,,,,
6d5a8362dd1e,0,,,,,,
6d6be4cfc73f,0,,,,,,
6d6fcf49e515,0,,,,,,
6d7d26025122,4,,,,,,
6d9effbcde78,0,,,,,,
6daef3e5ca22,4,,,,,,
6dc0281f11e3,0,,,,,,
6dc07f968794,0,,,,,,
6dcde47060f9,2,,,,,,
6de39b94f634,0,,,,,,
6df8b7b6e837,0,,,,,,
6dfd80748e72,2,,,,,,
6e018411ba4a,0,,,,,,
6e092b306fe1,2,,,,,,
6e092caa065f,0,,,,,,
6e0f78e188ff,0,,,,,,
6e1db8711879,0,,,,,,
6e3526053de0,0,,,,,,
6e44f6d04fc9,0,,,,,,
6e68e742f5bc,2,,,,,,
6e73acb2cf60,4,,,,,,
6e861bc3bd7b,0,,,,,,
6e92b1c5ac8e,3,,,,,,
6ea07d19b4ce,1,,,,,,
6efa36d59ada,3,,,,,,
6f0463c1ff18,2,,,,,,
6f0e5848d9ce,0,,,,,,
6f3b62e5b7f5,0,,,,,,
6f460f9968c7,0,,,,,,
6f4719c6bb4b,4,,,,,,
6f4e0538d1e4,2,,,,,,
6f689fced922,0,,,,,,
6f923b60934b,4,,,,,,
6fb656d506b2,3,,,,,,
6fbaaf8eb67a,0,,,,,,
6fe4751a3b42,0,,,,,,
6fe67482bfae,4,,,,,,
6fe67fd7f5d1,0,,,,,,
7005be54cab1,1,,,,,,
702de9dcde32,4,,,,,,
705f508d1e42,0,,,,,,
709784f7fcc2,2,,,,,,
70d0392397de,0,,,,,,
70d657f8f503,4,,,,,,
70ed3ec68b94,2,,,,,,
70f5caf5f305,2,,,,,,
7102f29e052e,2,,,,,,
710b05a96e0f,4,,,,,,
7116128c65ab,1,,,,,,
711d1480d2e3,2,,,,,,
7131bf4c9e6f,0,,,,,,
7179f85bfd6f,0,,,,,,
71a39c660432,3,,,,,,
71c1a3cdbe47,1,,,,,,
71c22da3d6c6,0,,,,,,
71e4130bf5c8,2,,,,,,
71e43b4f8ba6,0,,,,,,
71f6a6e4620a,1,,,,,,
720b5f62ce80,0,,,,,,
7.21214E+11,0,,,,,,
7214fc7cbe03,0,,,,,,
7247a2c97f71,2,,,,,,
72595230840c,3,,,,,,
72606afaf3da,0,,,,,,
7269a1d84a57,0,,,,,,
726dff37edc0,0,,,,,,
7270367410a1,4,,,,,,
72a867980067,0,,,,,,
72c31aa48e2c,0,,,,,,
72d98188648f,4,,,,,,
731b19a460ad,2,,,,,,
7335a2d43ada,1,,,,,,
7347bd23ba80,0,,,,,,
7347f5133a6a,1,,,,,,
7350c50667c5,2,,,,,,
7356dd08b0ae,2,,,,,,
735836b1ffa6,0,,,,,,
737ef6226677,0,,,,,,
73881f55a3ec,1,,,,,,
73a07e2ea23e,0,,,,,,
73ba798fee25,0,,,,,,
73d40ce06a67,0,,,,,,
73e83a07a16d,2,,,,,,
73ef3c3dcbe4,0,,,,,,
74211a2b6dcf,0,,,,,,
7427dedafccf,1,,,,,,
7435e9a3e36e,0,,,,,,
74418f620068,2,,,,,,
7455e2b5fc57,2,,,,,,
74898f372d2b,0,,,,,,
74eee788edee,3,,,,,,
750e0168399d,0,,,,,,
75238d945315,0,,,,,,
7525ebb3434d,3,,,,,,
7526c59c36d3,0,,,,,,
7526cf435753,0,,,,,,
75369248dba0,0,,,,,,
753b14c27c83,4,,,,,,
7550966ef777,2,,,,,,
7569ac24762e,0,,,,,,
756b0d6488bb,1,,,,,,
757572337fd0,2,,,,,,
757e39293591,0,,,,,,
75a071608ea6,0,,,,,,
75a4343b12f9,0,,,,,,
75a7bc945b7d,2,,,,,,
75c180e04f65,0,,,,,,
75ed83dbccce,0,,,,,,
76095c338728,0,,,,,,
760b6f4c6d82,2,,,,,,
762d6e5d5068,3,,,,,,
7635921c5efb,0,,,,,,
763ad1236efe,0,,,,,,
76516f828d88,0,,,,,,
7663aba8d762,2,,,,,,
767d777ee889,0,,,,,,
76b950c6ed5e,0,,,,,,
76bc31e0d3be,0,,,,,,
76be29bb30b2,1,,,,,,
76c0c7e1b6cb,2,,,,,,
76cab26493f1,0,,,,,,
76cb010f7aa0,0,,,,,,
76cfe8967f7d,2,,,,,,
76df141d966b,0,,,,,,
76e589911303,1,,,,,,
76e5b50f95a7,0,,,,,,
76e6a9238570,2,,,,,,
76f3473df8a6,0,,,,,,
76fe19ff64fb,2,,,,,,
772af553b8b7,3,,,,,,
7743f4e04a6d,2,,,,,,
77543f66a84a,2,,,,,,
77a1f1398fdb,0,,,,,,
77a9538b8362,1,,,,,,
77ab222bf85c,0,,,,,,
77acc2cafee1,0,,,,,,
77b7b71ebcc3,0,,,,,,
77baa08a1345,2,,,,,,
77e15f213b04,0,,,,,,
77e7c7a160c8,2,,,,,,
77f69c7ff324,2,,,,,,
780be525036d,0,,,,,,
780f9c237c56,0,,,,,,
780f9daaa24b,0,,,,,,
7828dd083cdc,0,,,,,,
7831ce1d895e,0,,,,,,
784d6d302f98,0,,,,,,
785777558f05,4,,,,,,
7877be80901c,2,,,,,,
788ddb0b70b7,3,,,,,,
78937523f7a8,0,,,,,,
789434d095d1,4,,,,,,
789c60cba801,0,,,,,,
789f0ec1eab8,0,,,,,,
78a577c3e0bf,2,,,,,,
78b3f819dcc5,4,,,,,,
78bcdffb8785,1,,,,,,
78d53c82a23e,2,,,,,,
79059d0592c4,2,,,,,,
79540be95177,2,,,,,,
799214e8b07c,0,,,,,,
799cb4c816ae,2,,,,,,
79ade634c633,0,,,,,,
79be2ff796bf,2,,,,,,
79cbae28d8b2,0,,,,,,
79ce83c07588,1,,,,,,
79d44db3da2d,4,,,,,,
7a06ea127e02,0,,,,,,
7a0cff4c24b2,2,,,,,,
7a12f49e29df,0,,,,,,
7a238a1d3cf3,4,,,,,,
7a39c91416e2,0,,,,,,
7a3ea1779b13,1,,,,,,
7a42443ed106,0,,,,,,
7a46cfa69bae,0,,,,,,
7a6495a39d87,0,,,,,,
7a6e384a0846,3,,,,,,
7a77c3eb468c,0,,,,,,
7a9f45fdf29b,0,,,,,,
7aabd768abff,0,,,,,,
7ad0c4975890,0,,,,,,
7adfb8fc0621,0,,,,,,
7ae69d22075a,1,,,,,,
7af4d8704032,0,,,,,,
7b20210d9120,1,,,,,,
7b211d8bd249,4,,,,,,
7b29e3783919,3,,,,,,
7b49041cbf17,3,,,,,,
7b691d9ced34,0,,,,,,
7b87b0015282,0,,,,,,
7b8c78b41c0d,2,,,,,,
7b9d519cbd66,0,,,,,,
7ba6b23c4b46,0,,,,,,
7bc00e58d419,0,,,,,,
7bc2e0fa3f72,2,,,,,,
7bc4dd99eee5,4,,,,,,
7bda86d95c5b,2,,,,,,
7be1b9aa78aa,0,,,,,,
7bf981d9c7fe,1,,,,,,
7c2e852171c0,0,,,,,,
7c2f820a6425,2,,,,,,
7c3747c0b2c3,0,,,,,,
7c52fe73e748,2,,,,,,
7c629b491d1a,4,,,,,,
7c6594b50690,0,,,,,,
7c90ab025331,4,,,,,,
7cc4b7aabe04,4,,,,,,
7ccb267fd394,1,,,,,,
7ccf9d25dc48,0,,,,,,
7ce671f952be,0,,,,,,
7d0a871c45db,0,,,,,,
7d11dbc1e738,0,,,,,,
7d1b40fdbd86,2,,,,,,
7d1da90d3ca9,2,,,,,,
7d261f986bef,2,,,,,,
7d37a2939f12,2,,,,,,
7d3835e4e63a,3,,,,,,
7d48f8cdfb69,0,,,,,,
7d626a7ffe76,4,,,,,,
7d8f67cadc29,2,,,,,,
7d94a000c2d0,0,,,,,,
7da558d92100,0,,,,,,
7ddcfcea7369,0,,,,,,
7dee6bf8b9c1,2,,,,,,
7e0598cc88a0,4,,,,,,
7e160c8b611e,3,,,,,,
7e4019ac7f5a,4,,,,,,
7e5a76c4e103,0,,,,,,
7e6e90a93aa5,2,,,,,,
7e70344b0c25,0,,,,,,
7e77b61e1639,0,,,,,,
7e9081e95bf6,0,,,,,,
7e9458de5707,2,,,,,,
7e980424868e,0,,,,,,
7ea756985353,1,,,,,,
7ec0e61a7e29,0,,,,,,
7ec1ffe8220b,2,,,,,,
7ed4128b2a4e,0,,,,,,
7ee6de71c140,0,,,,,,
7eeb191ad06b,0,,,,,,
7eee3d1f1268,0,,,,,,
7ef5ff774a48,1,,,,,,
7efc91af4ae6,4,,,,,,
7f0ffeb0a333,0,,,,,,
7f1f3269f546,0,,,,,,
7f2123bc89a3,0,,,,,,
7f2cce721e19,0,,,,,,
7f39c36469b5,0,,,,,,
7f43becd3e83,0,,,,,,
7f60f2a083d3,1,,,,,,
7f6690fa390a,0,,,,,,
7f6ce40f306b,2,,,,,,
7f84284598f5,2,,,,,,
7fc3a8bb40de,0,,,,,,
7fdb177b8f7d,0,,,,,,
7fe7309d0b4f,0,,,,,,
8000a6b97a84,2,,,,,,
8010c931321f,0,,,,,,
803120c5d287,2,,,,,,
807135cbc438,2,,,,,,
80964d8e0863,4,,,,,,
80a02014b418,1,,,,,,
80b5697f2a5e,0,,,,,,
80b5a9519aec,2,,,,,,
80c67efc8101,0,,,,,,
80ca40196225,3,,,,,,
80d24897669f,1,,,,,,
80dbeb0fdc75,0,,,,,,
80e6e425f966,0,,,,,,
80e7cc0a0649,3,,,,,,
80ed04a84a16,0,,,,,,
80f6b30ece8c,0,,,,,,
80feb1f7ca5e,2,,,,,,
810d3779abd9,3,,,,,,
810ed108f5b7,0,,,,,,
8114d6a160df,1,,,,,,
812d5adafaf2,2,,,,,,
81371b0c01ad,0,,,,,,
81704925f759,0,,,,,,
8185ce1cdcef,0,,,,,,
81914ceb4e74,0,,,,,,
8191ae701985,0,,,,,,
81b0a2651c45,2,,,,,,
81bc03e2ff2b,2,,,,,,
81d79d53ed7b,0,,,,,,
8201cab8322d,3,,,,,,
82088c6734e6,0,,,,,,
821789e9053f,1,,,,,,
8241e43408a8,0,,,,,,
8273fdb4405e,1,,,,,,
82910bba4753,2,,,,,,
82ac8463fadd,1,,,,,,
