Label,Min,Average,90% Line,Max,# Samples,failure,test
TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_S,7.592,8.261,8.685,8.777,5,0,TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_S
TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_L,1.096,1.115,1.154,1.154,3,0,TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_L
TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_L,0.611,0.992,1.182,1.479,7,0,TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_L
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_L,0.001,1.56,3.287,3.287,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_L
TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_XXL,0.364,0.395,0.427,0.442,6,0,TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_XXL
TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_S,0.841,0.963,0.932,1.232,5,0,TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_S
TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_M,8.459,8.494,8.53,8.53,2,0,TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_M
TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveL,1.687,1.711,1.724,1.724,3,0,TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveL
TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_L,1.102,2.048,1.413,7.078,7,0,TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_L
TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_S,0.355,0.408,0.406,0.502,5,0,TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_S
TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_XXL,1.973,2.225,2.286,2.638,6,0,TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_XXL
TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_XL,0.879,1.119,1.242,1.404,5,0,TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_XL
TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_M,0.845,0.935,1.026,1.026,2,0,TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_M
TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_L,3.028,5.192,5.277,10.388,7,0,TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_L
TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_M,0.379,0.412,0.445,0.445,2,0,TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_M
TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_XL,1.267,1.768,1.702,2.594,5,0,TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_XL
TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_S,2.11,2.799,2.706,4.367,5,0,TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_S
TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_XXL,2.696,3.036,3.205,3.633,6,0,TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_XXL
TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_L,7.462,9.18,11.672,11.672,3,0,TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_L
TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_L,1.444,1.986,2.454,2.762,7,0,TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_L
TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_M,2.337,2.468,2.6,2.6,2,0,TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_M
TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_S,2.696,2.934,3.042,3.072,5,0,TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_S
TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_L,0.846,0.961,1.133,1.133,3,0,TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_L
TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_XL,3.364,3.928,4.211,4.361,5,0,TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_XL
TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_M,2.572,2.749,2.927,2.927,2,0,TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_M
TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_L,0.365,0.373,0.382,0.382,2,0,TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_L
TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_L,3.346,4.28,4.679,5.879,7,0,TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_L
TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_XL,1.716,1.762,1.793,1.796,5,0,TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_XL
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_XXL,6.128,8.81,10.862,15.567,6,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_XXL
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_XXL,0.001,2.174,3.494,3.507,6,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_XXL
TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_L,2.299,2.431,2.563,2.563,2,0,TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_L
TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_L,4.272,4.536,4.711,4.763,7,0,TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_L
TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_XL,3.319,4.824,5.473,6.707,5,0,TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_XL
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_S,6.949,10.446,11.099,18.279,5,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_S
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_M,7.811,10.325,12.84,12.84,2,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_M
TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_L,2.925,3.033,3.142,3.142,2,0,TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_L
TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_L,0.949,1.039,1.065,1.194,7,0,TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_L
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_S,0.011,2.395,3.137,3.347,5,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_S
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_M,2.95,3.114,3.279,3.279,2,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_M
TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_XL,4.012,4.594,4.302,6.19,5,0,TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_XL
TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_L,4.737,5.547,6.12,6.471,7,0,TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_L
TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_XL,1.018,1.217,1.32,1.524,5,0,TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_XL
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_L,6.835,8.446,10.058,10.058,2,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_L
TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_L,0.887,1.235,1.506,1.73,7,0,TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_L
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_L,0.001,1.555,3.11,3.11,2,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_L
TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_XL,4.767,5.564,5.236,7.637,5,0,TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_XL
TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_L,0.343,0.398,0.426,0.456,7,0,TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_L
TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_L,1.998,2.406,2.597,2.706,7,0,TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_L
TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_XL,0.813,0.955,1.065,1.065,4,0,TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_XL
TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_L,3.016,3.796,3.559,6.522,7,0,TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_L
TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_XL,0.358,0.397,0.506,0.506,4,0,TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_XL
TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_XL,1.979,2.352,3.048,3.048,4,0,TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_XL
TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_XL,3.131,3.618,4.83,4.83,4,0,TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_XL
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_L,14.335,16.763,18.637,21.161,7,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_L
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_L,2.585,3.089,3.284,3.511,7,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_L
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_XL,16.358,18.59,22.113,22.113,4,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_XL
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_XL,0.001,2.468,3.809,3.809,4,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_XL
TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_M,1.028,1.108,1.173,1.198,6,0,TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_M
TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_M,1.182,1.818,2.253,2.927,6,0,TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_M
TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_S,0.929,1.292,1.654,1.654,4,0,TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_S
TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_M,2.84,4.054,3.709,7.157,6,0,TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_M
TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_S,1.148,3.17,8.195,8.195,4,0,TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_S
TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_M,1.565,1.717,1.696,2.195,6,0,TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_M
TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_S,3.34,4.123,4.996,4.996,4,0,TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_S
TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_M,3.722,4.258,4.341,4.844,6,0,TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_M
TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_S,1.514,1.663,1.813,1.813,4,0,TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_S
TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_M,4.007,4.58,4.871,5.109,6,0,TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_M
TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_S,3.367,3.721,3.977,3.977,4,0,TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_S
TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_M,0.962,1.81,1.231,5.511,6,0,TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_M
TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_S,3.867,4.718,5.472,5.472,4,0,TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_S
TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_S,0.902,1.3,2.124,2.124,4,0,TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_S
TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_M,4.518,5.01,5.143,6.058,6,0,TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_M
TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_M,0.84,0.941,0.999,1.053,6,0,TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_M
TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_S,0.399,4.278,6.69,6.69,4,0,TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_S
TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_M,0.351,0.398,0.408,0.452,6,0,TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_M
TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_M,2.048,2.263,2.401,2.559,6,0,TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_M
TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_S,0.819,0.924,1.117,1.117,3,0,TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_S
TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_S,0.372,0.405,0.447,0.447,3,0,TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_S
TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_M,3.143,3.404,3.503,3.774,6,0,TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_M
TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_S,2.286,2.493,2.708,2.708,3,0,TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_S
TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_S,2.945,3.527,3.837,3.837,3,0,TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_S
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_M,13.392,16.306,17.853,18.325,6,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_M
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_M,0.001,0.001,0.002,0.003,6,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_M
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_S,14.392,14.984,15.612,15.612,3,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_S
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_S,0.002,0.002,0.003,0.003,3,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_S
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_XL,1.111,1.111,1.111,1.111,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_XL
TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_XL,1.441,1.441,1.441,1.441,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_XL
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_XXL,0.982,1.427,2.056,2.056,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_XL,2.64,2.64,2.64,2.64,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_XL
TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_XXL,1.624,1.905,2.345,2.345,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_XL,1.379,1.379,1.379,1.379,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_XL
TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_XXL,1.794,1.944,2.139,2.139,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_XL,5.684,5.684,5.684,5.684,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_XL
TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_XXL,1.184,1.265,1.412,1.412,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_XXL,3.375,3.77,4.538,4.538,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_XL,7.319,7.319,7.319,7.319,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_XL
TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_XL,1.184,1.184,1.184,1.184,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_XL
TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_XXL,7.667,8.896,11.006,11.006,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_XL,0.373,0.373,0.373,0.373,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_XL
TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_XXL,0.913,1.304,2.071,2.071,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_XL,2.489,2.489,2.489,2.489,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_XL
TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_XXL,0.375,0.489,0.663,0.663,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_XL,2.413,2.413,2.413,2.413,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_XL
TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_XXL,2.369,3.043,3.533,3.533,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_XXL,2.583,2.656,2.765,2.765,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_XL,8.59,8.59,8.59,8.59,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_XL
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_XL,0.002,0.002,0.002,0.002,1,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_XL
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_XXL,6.309,7.327,8.554,8.554,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_XXL,0.001,0.001,0.002,0.002,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_XXL
TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_XXL,1.195,2.016,2.519,2.519,3,0,TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_XXL
TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_XXL,1.14,1.484,2.076,2.076,3,0,TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_XXL
TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_XXL,3.196,4.337,5.478,5.478,2,0,TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_XXL
TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_XXL,1.603,1.606,1.61,1.61,2,0,TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_XXL
TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_XXL,4.147,4.252,4.357,4.357,2,0,TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_XXL
TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_XXL,3.92,4.24,4.561,4.561,2,0,TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_XXL
TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_XXL,1.021,1.629,2.237,2.237,2,0,TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_XXL
TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_XXL,4.632,6.151,7.67,7.67,2,0,TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_XXL
TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_XXL,0.865,2.244,3.623,3.623,2,0,TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_XXL
TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_XXL,0.365,0.418,0.471,0.471,2,0,TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_XXL
TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_XXL,2.25,2.278,2.306,2.306,2,0,TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_XXL
TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_XL,1.799,1.799,1.799,1.799,1,0,TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_XL
TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_XXL,3.138,4.126,5.114,5.114,2,0,TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_XXL
TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_XL,1.781,1.781,1.781,1.781,1,0,TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_XL
TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_XL,4.129,4.129,4.129,4.129,1,0,TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_XL
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_XXL,17.591,18.052,18.514,18.514,2,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_XXL
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_XXL,0.001,0.001,0.001,0.001,2,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_XXL
TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_XL,1.601,1.601,1.601,1.601,1,0,TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_XL
TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_XL,3.396,3.396,3.396,3.396,1,0,TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_XL
TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_XL,1.113,1.113,1.113,1.113,1,0,TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_XL
TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveXL,2.438,2.438,2.438,2.438,1,0,TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveXL
